file,classes_id,classes,n_classes
2011_002241,"[9, 11]","['chair', 'diningtable']",2
2011_002260,[9],['chair'],1
2011_002270,[9],['chair'],1
2011_002335,"[9, 15, 18]","['chair', 'person', 'sofa']",3
2011_002386,"[9, 15, 16]","['chair', 'person', 'pottedplant']",3
2011_002391,"[9, 16, 18]","['chair', 'pottedplant', 'sofa']",3
2011_002443,"[9, 15, 16]","['chair', 'person', 'pottedplant']",3
2011_002509,"[9, 15, 20]","['chair', 'person', 'tvmonitor']",3
2011_002531,"[9, 11]","['chair', 'diningtable']",2
2011_002551,"[9, 15]","['chair', 'person']",2
2011_002614,"[9, 11, 15, 16]","['chair', 'diningtable', 'person', 'pottedplant']",4
2011_002620,"[9, 20]","['chair', 'tvmonitor']",2
2011_002644,"[9, 18, 20]","['chair', 'sofa', 'tvmonitor']",3
2011_002650,"[9, 11, 15]","['chair', 'diningtable', 'person']",3
2011_002709,"[9, 15]","['chair', 'person']",2
2011_002714,"[9, 11, 18]","['chair', 'diningtable', 'sofa']",3
2011_002750,"[9, 20]","['chair', 'tvmonitor']",2
2011_002756,"[9, 18, 20]","['chair', 'sofa', 'tvmonitor']",3
2011_002805,"[9, 11]","['chair', 'diningtable']",2
2011_002808,"[9, 16]","['chair', 'pottedplant']",2
2011_002818,[9],['chair'],1
2011_002842,"[9, 15, 20]","['chair', 'person', 'tvmonitor']",3
2011_002870,[9],['chair'],1
2011_002887,[9],['chair'],1
2011_002924,"[9, 11, 16]","['chair', 'diningtable', 'pottedplant']",3
2011_002933,"[9, 11]","['chair', 'diningtable']",2
2011_002953,"[9, 18]","['chair', 'sofa']",2
2011_002965,"[9, 18]","['chair', 'sofa']",2
2011_002971,"[9, 15]","['chair', 'person']",2
2011_002994,"[9, 11]","['chair', 'diningtable']",2
2011_003005,[9],['chair'],1
2011_003011,[9],['chair'],1
2011_003047,"[9, 16, 20]","['chair', 'pottedplant', 'tvmonitor']",3
2011_003049,"[9, 11, 18]","['chair', 'diningtable', 'sofa']",3
2011_003074,[9],['chair'],1
2011_003076,"[9, 11, 16]","['chair', 'diningtable', 'pottedplant']",3
2011_003079,"[9, 15, 20]","['chair', 'person', 'tvmonitor']",3
2011_003097,[9],['chair'],1
2011_003103,"[9, 16]","['chair', 'pottedplant']",2
2011_003150,[9],['chair'],1
2011_003183,"[9, 11]","['chair', 'diningtable']",2
2011_003194,"[9, 20]","['chair', 'tvmonitor']",2
2011_003201,"[9, 18]","['chair', 'sofa']",2
2011_003236,"[9, 12, 15]","['chair', 'dog', 'person']",3
2011_003242,"[9, 11, 15]","['chair', 'diningtable', 'person']",3
2011_003259,"[9, 15]","['chair', 'person']",2
2008_000009,[10],['cow'],1
2008_000073,[10],['cow'],1
2008_000335,[10],['cow'],1
2008_000711,[10],['cow'],1
2008_000876,[10],['cow'],1
2008_000905,[10],['cow'],1
2008_000919,[10],['cow'],1
2008_000964,[10],['cow'],1
2008_001653,[10],['cow'],1
2008_002270,[10],['cow'],1
2008_002278,[10],['cow'],1
2008_002686,"[10, 13]","['cow', 'horse']",2
2008_002709,[10],['cow'],1
2008_002732,[10],['cow'],1
2008_002778,[10],['cow'],1
2008_003065,"[10, 15]","['cow', 'person']",2
2008_003094,"[10, 15]","['cow', 'person']",2
2008_003256,[10],['cow'],1
2008_003297,[10],['cow'],1
2008_004394,[10],['cow'],1
2008_004450,[10],['cow'],1
2008_004701,[10],['cow'],1
2008_004827,[10],['cow'],1
2008_004841,"[10, 15]","['cow', 'person']",2
2008_005010,[10],['cow'],1
2008_005097,[10],['cow'],1
2008_005105,[10],['cow'],1
2008_005375,[10],['cow'],1
2008_005681,[10],['cow'],1
2008_005714,[10],['cow'],1
2008_006063,[10],['cow'],1
2008_006210,[10],['cow'],1
2008_006290,[10],['cow'],1
2008_006355,[10],['cow'],1
2008_006496,"[10, 15]","['cow', 'person']",2
2008_006528,[10],['cow'],1
2008_006547,[10],['cow'],1
2008_006880,"[10, 15]","['cow', 'person']",2
2008_006904,[10],['cow'],1
2008_007009,[10],['cow'],1
2008_007014,[10],['cow'],1
2008_007025,[10],['cow'],1
2008_007026,[10],['cow'],1
2008_007031,[10],['cow'],1
2008_007123,[10],['cow'],1
2008_007273,[10],['cow'],1
2008_007398,[10],['cow'],1
2008_007544,[10],['cow'],1
2008_007586,"[10, 15]","['cow', 'person']",2
2008_007596,[10],['cow'],1
2008_007666,[10],['cow'],1
2008_007729,"[10, 15]","['cow', 'person']",2
2008_007932,[10],['cow'],1
2008_008115,[10],['cow'],1
2008_008121,[10],['cow'],1
2008_008132,[10],['cow'],1
2008_008169,[10],['cow'],1
2008_008199,[10],['cow'],1
2008_008241,[10],['cow'],1
2008_008370,[10],['cow'],1
2008_008428,[10],['cow'],1
2008_008437,[10],['cow'],1
2008_008482,[10],['cow'],1
2008_008521,[10],['cow'],1
2008_008541,[10],['cow'],1
2008_008617,[10],['cow'],1
2008_008635,[10],['cow'],1
2008_008654,[10],['cow'],1
2008_008675,[10],['cow'],1
2008_008685,[10],['cow'],1
2008_008713,[10],['cow'],1
2009_000066,[10],['cow'],1
2009_000091,[10],['cow'],1
2009_000219,"[10, 15]","['cow', 'person']",2
2009_000250,[10],['cow'],1
2009_000285,[10],['cow'],1
2009_000309,"[10, 15]","['cow', 'person']",2
2009_000471,[10],['cow'],1
2009_000472,[10],['cow'],1
2009_000559,[10],['cow'],1
2009_000574,[10],['cow'],1
2009_000626,[10],['cow'],1
2009_000632,[10],['cow'],1
2009_000641,[10],['cow'],1
2009_000694,[10],['cow'],1
2009_000709,[10],['cow'],1
2009_000731,[10],['cow'],1
2009_000768,[10],['cow'],1
2009_000771,[10],['cow'],1
2009_000899,[10],['cow'],1
2009_000971,[10],['cow'],1
2009_001079,[10],['cow'],1
2009_001104,[10],['cow'],1
2009_001134,[10],['cow'],1
2009_001145,[10],['cow'],1
2009_001163,[10],['cow'],1
2009_001184,"[10, 13]","['cow', 'horse']",2
2009_001257,[10],['cow'],1
2009_001413,[10],['cow'],1
2009_001475,[10],['cow'],1
2009_001518,[10],['cow'],1
2009_001594,[10],['cow'],1
2009_001673,[10],['cow'],1
2009_001798,[10],['cow'],1
2009_001873,[10],['cow'],1
2009_002002,[10],['cow'],1
2009_002019,[10],['cow'],1
2009_002035,[10],['cow'],1
2009_002118,[10],['cow'],1
2009_002122,[10],['cow'],1
2009_002150,[10],['cow'],1
2009_002171,[10],['cow'],1
2009_002221,[10],['cow'],1
2009_002229,[10],['cow'],1
2009_002360,[10],['cow'],1
2009_002422,[10],['cow'],1
2009_002472,[10],['cow'],1
2009_002510,[10],['cow'],1
2009_002518,[10],['cow'],1
2009_002549,[10],['cow'],1
2009_002588,"[10, 15]","['cow', 'person']",2
2009_002597,[10],['cow'],1
2009_002635,[10],['cow'],1
2009_002648,[10],['cow'],1
2009_002708,[10],['cow'],1
2009_002772,"[10, 15]","['cow', 'person']",2
2009_002869,[10],['cow'],1
2009_002901,[10],['cow'],1
2009_002912,[10],['cow'],1
2009_002986,[10],['cow'],1
2009_003059,[10],['cow'],1
2009_003089,[10],['cow'],1
2009_003146,[10],['cow'],1
2009_003173,[10],['cow'],1
2009_003189,[10],['cow'],1
2009_003218,[10],['cow'],1
2009_003297,[10],['cow'],1
2009_003455,[10],['cow'],1
2009_003510,[10],['cow'],1
2009_003521,[10],['cow'],1
2009_003542,[10],['cow'],1
2009_003569,[10],['cow'],1
2009_003634,[10],['cow'],1
2009_003773,[10],['cow'],1
2009_003808,[10],['cow'],1
2009_003825,[10],['cow'],1
2009_003901,[10],['cow'],1
2009_003933,[10],['cow'],1
2009_003956,[10],['cow'],1
2009_003975,[10],['cow'],1
2009_004169,[10],['cow'],1
2009_004186,[10],['cow'],1
2009_004233,[10],['cow'],1
2009_004284,[10],['cow'],1
2009_004289,[10],['cow'],1
2009_004316,[10],['cow'],1
2009_004351,"[10, 15]","['cow', 'person']",2
2009_004366,[10],['cow'],1
2009_004451,[10],['cow'],1
2009_004679,"[10, 15]","['cow', 'person']",2
2009_004787,[10],['cow'],1
2009_004929,[10],['cow'],1
2009_005068,[10],['cow'],1
2009_005081,[10],['cow'],1
2009_005229,"[10, 15]","['cow', 'person']",2
2009_005267,[10],['cow'],1
2009_005307,[10],['cow'],1
2010_000063,[10],['cow'],1
2010_000427,[10],['cow'],1
2010_000465,[10],['cow'],1
2010_000498,[10],['cow'],1
2010_000545,[10],['cow'],1
2010_000548,"[10, 15]","['cow', 'person']",2
2010_000808,[10],['cow'],1
2010_000907,[10],['cow'],1
2010_000954,"[10, 15]","['cow', 'person']",2
2010_001000,[10],['cow'],1
2010_001010,[10],['cow'],1
2010_001107,"[10, 15]","['cow', 'person']",2
2010_001317,[10],['cow'],1
2010_001406,[10],['cow'],1
2010_001548,[10],['cow'],1
2010_001671,[10],['cow'],1
2010_001692,"[10, 15]","['cow', 'person']",2
2010_001694,[10],['cow'],1
2010_001803,[10],['cow'],1
2010_001937,[10],['cow'],1
2010_002018,"[10, 15]","['cow', 'person']",2
2010_002047,[10],['cow'],1
2010_002133,[10],['cow'],1
2010_002139,"[10, 15]","['cow', 'person']",2
2010_002254,[10],['cow'],1
2010_002320,[10],['cow'],1
2010_002372,[10],['cow'],1
2010_002390,[10],['cow'],1
2010_002431,"[10, 15]","['cow', 'person']",2
2010_002701,[10],['cow'],1
2010_002716,[10],['cow'],1
2010_002797,[10],['cow'],1
2010_002834,[10],['cow'],1
2010_002905,[10],['cow'],1
2010_003011,[10],['cow'],1
2010_003016,"[10, 15]","['cow', 'person']",2
2010_003183,[10],['cow'],1
2010_003201,[10],['cow'],1
2010_003239,"[10, 15]","['cow', 'person']",2
2010_003345,[10],['cow'],1
2010_003383,[10],['cow'],1
2010_003507,[10],['cow'],1
2010_003821,[10],['cow'],1
2010_003970,[10],['cow'],1
2010_004030,[10],['cow'],1
2010_004140,[10],['cow'],1
2010_004163,"[10, 12]","['cow', 'dog']",2
2010_004178,[10],['cow'],1
2010_004210,[10],['cow'],1
2010_004264,"[10, 15]","['cow', 'person']",2
2010_004283,[10],['cow'],1
2010_004322,[10],['cow'],1
2010_004436,"[10, 17]","['cow', 'sheep']",2
2010_004456,"[10, 15]","['cow', 'person']",2
2010_004598,[10],['cow'],1
2010_004635,[10],['cow'],1
2010_004655,[10],['cow'],1
2010_004789,[10],['cow'],1
2010_005031,"[10, 15]","['cow', 'person']",2
2010_005061,[10],['cow'],1
2010_005062,[10],['cow'],1
2010_005166,"[10, 15]","['cow', 'person']",2
2010_005223,[10],['cow'],1
2010_005258,[10],['cow'],1
2010_005276,"[10, 15]","['cow', 'person']",2
2010_005297,[10],['cow'],1
2010_005424,[10],['cow'],1
2010_005458,[10],['cow'],1
2010_005468,[10],['cow'],1
2010_005562,[10],['cow'],1
2010_005668,[10],['cow'],1
2010_005824,[10],['cow'],1
2010_005922,[10],['cow'],1
2011_000057,[10],['cow'],1
2011_000069,"[10, 15]","['cow', 'person']",2
2011_000109,[10],['cow'],1
2011_000166,[10],['cow'],1
2011_000228,[10],['cow'],1
2011_000299,[10],['cow'],1
2011_000309,[10],['cow'],1
2011_000502,[10],['cow'],1
2011_000566,"[10, 15]","['cow', 'person']",2
2011_000609,[10],['cow'],1
2011_000655,[10],['cow'],1
2011_000763,[10],['cow'],1
2011_000778,[10],['cow'],1
2011_000784,[10],['cow'],1
2011_001047,[10],['cow'],1
2011_001079,"[10, 15]","['cow', 'person']",2
2011_001159,"[10, 15]","['cow', 'person']",2
2011_001163,[10],['cow'],1
2011_001232,[10],['cow'],1
2011_001282,[10],['cow'],1
2011_001318,[10],['cow'],1
2011_001333,[10],['cow'],1
2011_001354,[10],['cow'],1
2011_001399,[10],['cow'],1
2011_001424,[10],['cow'],1
2011_001530,"[10, 15]","['cow', 'person']",2
2011_001546,[10],['cow'],1
2011_001653,[10],['cow'],1
2011_001679,"[10, 15]","['cow', 'person']",2
2011_001708,[10],['cow'],1
2011_001782,[10],['cow'],1
2011_001805,"[10, 12]","['cow', 'dog']",2
2011_001840,[10],['cow'],1
2011_001854,[10],['cow'],1
2011_001942,[10],['cow'],1
2011_001950,[10],['cow'],1
2011_002018,[10],['cow'],1
2011_002019,"[10, 15]","['cow', 'person']",2
2011_002042,"[10, 15]","['cow', 'person']",2
2011_002134,[10],['cow'],1
2011_002189,[10],['cow'],1
2011_002272,[10],['cow'],1
2011_002584,[10],['cow'],1
2011_002609,[10],['cow'],1
2011_002649,[10],['cow'],1
2011_002719,[10],['cow'],1
2011_002864,[10],['cow'],1
2011_002873,[10],['cow'],1
2011_002885,[10],['cow'],1
2011_002937,[10],['cow'],1
2011_002979,[10],['cow'],1
2011_003043,[10],['cow'],1
2008_000338,"[11, 15]","['diningtable', 'person']",2
2008_000493,"[11, 15, 18]","['diningtable', 'person', 'sofa']",3
2008_000573,"[11, 15]","['diningtable', 'person']",2
2008_001155,[11],['diningtable'],1
2008_002032,"[11, 15]","['diningtable', 'person']",2
2008_003477,[11],['diningtable'],1
2008_003534,"[11, 15]","['diningtable', 'person']",2
2008_004140,"[11, 15]","['diningtable', 'person']",2
2008_004216,[11],['diningtable'],1
2008_004293,"[11, 12]","['diningtable', 'dog']",2
2008_004588,[11],['diningtable'],1
2008_004851,"[11, 15]","['diningtable', 'person']",2
2008_005975,[11],['diningtable'],1
2008_006482,[11],['diningtable'],1
2008_006588,"[11, 15]","['diningtable', 'person']",2
2008_006705,"[11, 15]","['diningtable', 'person']",2
2008_007853,"[11, 15]","['diningtable', 'person']",2
2008_008093,"[11, 15]","['diningtable', 'person']",2
2008_008224,[11],['diningtable'],1
2008_008440,"[11, 15]","['diningtable', 'person']",2
2008_008474,"[11, 15]","['diningtable', 'person']",2
2008_008773,[11],['diningtable'],1
2009_000141,"[11, 15]","['diningtable', 'person']",2
2009_000300,"[11, 18]","['diningtable', 'sofa']",2
2009_000831,"[11, 15]","['diningtable', 'person']",2
2009_000846,[11],['diningtable'],1
2009_001215,"[11, 15]","['diningtable', 'person']",2
2009_001867,[11],['diningtable'],1
2009_002024,[11],['diningtable'],1
2009_002885,"[11, 15]","['diningtable', 'person']",2
2009_003006,"[11, 15]","['diningtable', 'person']",2
2009_003115,[11],['diningtable'],1
2009_003282,"[11, 15]","['diningtable', 'person']",2
2009_003361,"[11, 15]","['diningtable', 'person']",2
2009_003690,"[11, 15]","['diningtable', 'person']",2
2009_004124,[11],['diningtable'],1
2009_004177,"[11, 18]","['diningtable', 'sofa']",2
2009_004399,[11],['diningtable'],1
2009_004847,"[11, 15]","['diningtable', 'person']",2
2009_005001,"[11, 15]","['diningtable', 'person']",2
2010_000088,[11],['diningtable'],1
2010_000174,"[11, 15]","['diningtable', 'person']",2
2010_000234,"[11, 15]","['diningtable', 'person']",2
2010_000419,"[11, 15]","['diningtable', 'person']",2
2010_000938,[11],['diningtable'],1
2010_001113,"[11, 15]","['diningtable', 'person']",2
2010_001181,[11],['diningtable'],1
2010_001287,"[11, 15, 18]","['diningtable', 'person', 'sofa']",3
2010_001576,[11],['diningtable'],1
2010_001645,"[11, 15]","['diningtable', 'person']",2
2010_001777,[11],['diningtable'],1
2010_001907,"[11, 15]","['diningtable', 'person']",2
2010_002006,"[11, 15]","['diningtable', 'person']",2
2010_002274,"[11, 15]","['diningtable', 'person']",2
2010_002537,"[11, 16]","['diningtable', 'pottedplant']",2
2010_002714,"[11, 15]","['diningtable', 'person']",2
2010_002725,"[11, 15]","['diningtable', 'person']",2
2010_002729,[11],['diningtable'],1
2010_003108,"[11, 15]","['diningtable', 'person']",2
2010_003263,"[11, 15]","['diningtable', 'person']",2
2010_003594,[11],['diningtable'],1
2010_003864,"[11, 16, 18, 20]","['diningtable', 'pottedplant', 'sofa', 'tvmonitor']",4
2010_003897,[11],['diningtable'],1
2010_004380,[11],['diningtable'],1
2010_004391,[11],['diningtable'],1
2010_004597,"[11, 15]","['diningtable', 'person']",2
2010_004660,[11],['diningtable'],1
2010_004741,"[11, 15, 18]","['diningtable', 'person', 'sofa']",3
2010_004937,"[11, 15]","['diningtable', 'person']",2
2010_004987,"[11, 15]","['diningtable', 'person']",2
2010_005046,"[11, 15]","['diningtable', 'person']",2
2010_005576,[11],['diningtable'],1
2010_005666,"[11, 15]","['diningtable', 'person']",2
2010_005755,[11],['diningtable'],1
2010_005936,"[11, 15]","['diningtable', 'person']",2
2011_000408,"[11, 15]","['diningtable', 'person']",2
2011_000427,"[11, 15]","['diningtable', 'person']",2
2011_000461,[11],['diningtable'],1
2011_000598,[11],['diningtable'],1
2011_000621,[11],['diningtable'],1
2011_000692,"[11, 15]","['diningtable', 'person']",2
2011_001215,"[11, 15, 18]","['diningtable', 'person', 'sofa']",3
2011_001220,"[11, 15]","['diningtable', 'person']",2
2011_001276,"[11, 12, 15]","['diningtable', 'dog', 'person']",3
2011_001336,"[11, 15]","['diningtable', 'person']",2
2011_001616,"[11, 15]","['diningtable', 'person']",2
2011_001678,"[11, 15]","['diningtable', 'person']",2
2011_001770,[11],['diningtable'],1
2011_001920,"[11, 15]","['diningtable', 'person']",2
2011_002074,"[11, 15]","['diningtable', 'person']",2
2011_002075,"[11, 15]","['diningtable', 'person']",2
2011_002142,"[11, 15]","['diningtable', 'person']",2
2011_002556,"[11, 15]","['diningtable', 'person']",2
2011_002579,"[11, 15]","['diningtable', 'person']",2
2011_002606,"[11, 15]","['diningtable', 'person']",2
2011_002748,"[11, 15]","['diningtable', 'person']",2
2011_002838,"[11, 15]","['diningtable', 'person']",2
2011_002880,"[11, 15]","['diningtable', 'person']",2
2011_002881,"[11, 15]","['diningtable', 'person']",2
2011_002985,"[11, 15]","['diningtable', 'person']",2
2008_000019,[12],['dog'],1
2008_000026,"[12, 15]","['dog', 'person']",2
2008_000053,[12],['dog'],1
2008_000059,[12],['dog'],1
2008_000066,[12],['dog'],1
2008_000078,[12],['dog'],1
2008_000080,[12],['dog'],1
2008_000099,"[12, 17]","['dog', 'sheep']",2
2008_000138,"[12, 15]","['dog', 'person']",2
2008_000162,[12],['dog'],1
2008_000183,[12],['dog'],1
2008_000239,[12],['dog'],1
2008_000268,"[12, 15]","['dog', 'person']",2
2008_000270,"[12, 15, 18]","['dog', 'person', 'sofa']",3
2008_000330,"[12, 15]","['dog', 'person']",2
2008_000336,[12],['dog'],1
2008_000419,"[12, 18]","['dog', 'sofa']",2
2008_000559,[12],['dog'],1
2008_000620,"[12, 15]","['dog', 'person']",2
2008_000661,"[12, 15]","['dog', 'person']",2
2008_000676,[12],['dog'],1
2008_000706,"[12, 15]","['dog', 'person']",2
2008_000721,[12],['dog'],1
2008_000761,[12],['dog'],1
2008_000788,[12],['dog'],1
2008_000808,[12],['dog'],1
2008_000815,"[12, 15]","['dog', 'person']",2
2008_000829,"[12, 15]","['dog', 'person']",2
2008_000837,"[12, 15]","['dog', 'person']",2
2008_000863,[12],['dog'],1
2008_000897,[12],['dog'],1
2008_000901,[12],['dog'],1
2008_000931,[12],['dog'],1
2008_000934,[12],['dog'],1
2008_000943,[12],['dog'],1
2008_000956,"[12, 15]","['dog', 'person']",2
2008_000973,[12],['dog'],1
2008_001070,[12],['dog'],1
2008_001137,[12],['dog'],1
2008_001182,"[12, 15]","['dog', 'person']",2
2008_001220,[12],['dog'],1
2008_001238,"[12, 18]","['dog', 'sofa']",2
2008_001248,"[12, 15]","['dog', 'person']",2
2008_001285,[12],['dog'],1
2008_001379,[12],['dog'],1
2008_001410,[12],['dog'],1
2008_001430,[12],['dog'],1
2008_001436,[12],['dog'],1
2008_001456,[12],['dog'],1
2008_001478,[12],['dog'],1
2008_001479,[12],['dog'],1
2008_001498,[12],['dog'],1
2008_001550,"[12, 15]","['dog', 'person']",2
2008_001660,"[12, 15, 18]","['dog', 'person', 'sofa']",3
2008_001676,[12],['dog'],1
2008_001797,"[12, 15]","['dog', 'person']",2
2008_001816,"[12, 15]","['dog', 'person']",2
2008_001854,"[12, 15]","['dog', 'person']",2
2008_001871,[12],['dog'],1
2008_001872,[12],['dog'],1
2008_001895,[12],['dog'],1
2008_001921,[12],['dog'],1
2008_001965,"[12, 15]","['dog', 'person']",2
2008_002003,"[12, 15]","['dog', 'person']",2
2008_002033,[12],['dog'],1
2008_002036,"[12, 15]","['dog', 'person']",2
2008_002037,"[12, 15]","['dog', 'person']",2
2008_002084,"[12, 15, 16]","['dog', 'person', 'pottedplant']",3
2008_002096,"[12, 15]","['dog', 'person']",2
2008_002116,[12],['dog'],1
2008_002160,[12],['dog'],1
2008_002227,[12],['dog'],1
2008_002239,[12],['dog'],1
2008_002267,[12],['dog'],1
2008_002304,"[12, 15]","['dog', 'person']",2
2008_002307,"[12, 16]","['dog', 'pottedplant']",2
2008_002317,"[12, 15, 16]","['dog', 'person', 'pottedplant']",3
2008_002359,[12],['dog'],1
2008_002395,[12],['dog'],1
2008_002408,[12],['dog'],1
2008_002430,"[12, 17]","['dog', 'sheep']",2
2008_002436,"[12, 15]","['dog', 'person']",2
2008_002441,[12],['dog'],1
2008_002494,"[12, 15]","['dog', 'person']",2
2008_002536,"[12, 17]","['dog', 'sheep']",2
2008_002574,"[12, 15]","['dog', 'person']",2
2008_002584,[12],['dog'],1
2008_002598,"[12, 15]","['dog', 'person']",2
2008_002612,[12],['dog'],1
2008_002621,"[12, 15]","['dog', 'person']",2
2008_002638,"[12, 15]","['dog', 'person']",2
2008_002687,[12],['dog'],1
2008_002767,[12],['dog'],1
2008_002814,[12],['dog'],1
2008_002859,[12],['dog'],1
2008_002904,[12],['dog'],1
2008_002913,[12],['dog'],1
2008_002936,[12],['dog'],1
2008_002985,"[12, 15]","['dog', 'person']",2
2008_002992,"[12, 15]","['dog', 'person']",2
2008_003101,[12],['dog'],1
2008_003133,[12],['dog'],1
2008_003180,[12],['dog'],1
2008_003238,"[12, 15]","['dog', 'person']",2
2008_003272,"[12, 13]","['dog', 'horse']",2
2008_003286,"[12, 15]","['dog', 'person']",2
2008_003331,[12],['dog'],1
2008_003347,[12],['dog'],1
2008_003374,[12],['dog'],1
2008_003417,"[12, 15]","['dog', 'person']",2
2008_003443,[12],['dog'],1
2008_003497,[12],['dog'],1
2008_003511,"[12, 15]","['dog', 'person']",2
2008_003520,[12],['dog'],1
2008_003521,"[12, 15]","['dog', 'person']",2
2008_003572,[12],['dog'],1
2008_003576,[12],['dog'],1
2008_003587,"[12, 15]","['dog', 'person']",2
2008_003645,[12],['dog'],1
2008_003665,"[12, 16]","['dog', 'pottedplant']",2
2008_003718,[12],['dog'],1
2008_003746,[12],['dog'],1
2008_003799,[12],['dog'],1
2008_003801,"[12, 15]","['dog', 'person']",2
2008_003852,[12],['dog'],1
2008_003922,[12],['dog'],1
2008_003944,[12],['dog'],1
2008_003975,[12],['dog'],1
2008_003978,"[12, 15, 16]","['dog', 'person', 'pottedplant']",3
2008_004015,[12],['dog'],1
2008_004021,[12],['dog'],1
2008_004044,"[12, 15]","['dog', 'person']",2
2008_004058,[12],['dog'],1
2008_004106,[12],['dog'],1
2008_004121,[12],['dog'],1
2008_004174,[12],['dog'],1
2008_004188,"[12, 15]","['dog', 'person']",2
2008_004218,[12],['dog'],1
2008_004265,[12],['dog'],1
2008_004273,[12],['dog'],1
2008_004306,[12],['dog'],1
2008_004319,[12],['dog'],1
2008_004324,[12],['dog'],1
2008_004402,[12],['dog'],1
2008_004410,[12],['dog'],1
2008_004427,[12],['dog'],1
2008_004480,[12],['dog'],1
2008_004498,[12],['dog'],1
2008_004505,[12],['dog'],1
2008_004525,[12],['dog'],1
2008_004528,[12],['dog'],1
2008_004590,[12],['dog'],1
2008_004647,"[12, 15]","['dog', 'person']",2
2008_004653,[12],['dog'],1
2008_004662,[12],['dog'],1
2008_004695,[12],['dog'],1
2008_004702,[12],['dog'],1
2008_004722,[12],['dog'],1
2008_004745,"[12, 15]","['dog', 'person']",2
2008_004752,[12],['dog'],1
2008_004760,[12],['dog'],1
2008_004768,[12],['dog'],1
2008_004774,"[12, 15, 18]","['dog', 'person', 'sofa']",3
2008_004804,[12],['dog'],1
2008_004821,[12],['dog'],1
2008_004833,[12],['dog'],1
2008_004845,[12],['dog'],1
2008_004900,[12],['dog'],1
2008_004931,[12],['dog'],1
2008_004950,"[12, 15]","['dog', 'person']",2
2008_004975,[12],['dog'],1
2008_004986,[12],['dog'],1
2008_004998,[12],['dog'],1
2008_005015,[12],['dog'],1
2008_005016,"[12, 15]","['dog', 'person']",2
2008_005046,"[12, 15]","['dog', 'person']",2
2008_005051,[12],['dog'],1
2008_005065,[12],['dog'],1
2008_005082,[12],['dog'],1
2008_005084,[12],['dog'],1
2008_005123,[12],['dog'],1
2008_005137,[12],['dog'],1
2008_005160,[12],['dog'],1
2008_005174,[12],['dog'],1
2008_005178,"[12, 15]","['dog', 'person']",2
2008_005194,[12],['dog'],1
2008_005197,"[12, 15]","['dog', 'person']",2
2008_005221,[12],['dog'],1
2008_005240,[12],['dog'],1
2008_005272,[12],['dog'],1
2008_005333,[12],['dog'],1
2008_005335,[12],['dog'],1
2008_005346,[12],['dog'],1
2008_005363,[12],['dog'],1
2008_005379,[12],['dog'],1
2008_005382,[12],['dog'],1
2008_005406,[12],['dog'],1
2008_005415,[12],['dog'],1
2008_005436,[12],['dog'],1
2008_005451,[12],['dog'],1
2008_005467,[12],['dog'],1
2008_005514,[12],['dog'],1
2008_005527,"[12, 15]","['dog', 'person']",2
2008_005563,"[12, 15]","['dog', 'person']",2
2008_005564,[12],['dog'],1
2008_005591,[12],['dog'],1
2008_005643,[12],['dog'],1
2008_005652,"[12, 15]","['dog', 'person']",2
2008_005656,[12],['dog'],1
2008_005679,[12],['dog'],1
2008_005703,[12],['dog'],1
2008_005728,[12],['dog'],1
2008_005748,[12],['dog'],1
2008_005798,"[12, 16]","['dog', 'pottedplant']",2
2008_005800,[12],['dog'],1
2008_005823,[12],['dog'],1
2008_005831,[12],['dog'],1
2008_005838,"[12, 15]","['dog', 'person']",2
2008_005845,[12],['dog'],1
2008_005850,"[12, 15, 18]","['dog', 'person', 'sofa']",3
2008_005860,[12],['dog'],1
2008_005871,[12],['dog'],1
2008_005883,[12],['dog'],1
2008_005897,"[12, 16]","['dog', 'pottedplant']",2
2008_005898,[12],['dog'],1
2008_005964,[12],['dog'],1
2008_005980,[12],['dog'],1
2008_006007,[12],['dog'],1
2008_006020,[12],['dog'],1
2008_006032,"[12, 15]","['dog', 'person']",2
2008_006038,"[12, 18]","['dog', 'sofa']",2
2008_006041,"[12, 15]","['dog', 'person']",2
2008_006049,[12],['dog'],1
2008_006067,[12],['dog'],1
2008_006074,[12],['dog'],1
2008_006119,[12],['dog'],1
2008_006129,"[12, 15]","['dog', 'person']",2
2008_006130,[12],['dog'],1
2008_006166,[12],['dog'],1
2008_006170,[12],['dog'],1
2008_006178,[12],['dog'],1
2008_006203,"[12, 16]","['dog', 'pottedplant']",2
2008_006211,[12],['dog'],1
2008_006239,[12],['dog'],1
2008_006320,[12],['dog'],1
2008_006335,[12],['dog'],1
2008_006356,[12],['dog'],1
2008_006386,[12],['dog'],1
2008_006416,[12],['dog'],1
2008_006421,"[12, 15]","['dog', 'person']",2
2008_006425,[12],['dog'],1
2008_006436,"[12, 18]","['dog', 'sofa']",2
2008_006452,[12],['dog'],1
2008_006474,[12],['dog'],1
2008_006502,[12],['dog'],1
2008_006511,[12],['dog'],1
2008_006546,[12],['dog'],1
2008_006568,[12],['dog'],1
2008_006578,[12],['dog'],1
2008_006587,[12],['dog'],1
2008_006602,[12],['dog'],1
2008_006614,[12],['dog'],1
2008_006616,"[12, 15, 18]","['dog', 'person', 'sofa']",3
2008_006682,[12],['dog'],1
2008_006716,"[12, 15]","['dog', 'person']",2
2008_006717,[12],['dog'],1
2008_006722,"[12, 15]","['dog', 'person']",2
2008_006724,[12],['dog'],1
